userName,score,at,content
King Am,1,2025-10-27 07:40:44,"The report was never heeded, even though there were many violations such as cheating on time and so on."
Herdiansyahapindu apindu,1,2025-10-27 05:40:31,gooblok sinyal bagus di bikin kalah
Gerkin Pinkle,1,2025-10-27 05:04:54,applikasi ngelax teruss parah
Afi Alpoy (Alpoy),1,2025-10-27 02:26:17,"optimalisasi server busuk bgt, internet lancar tapi ditengah permainan malah ping merah, akhirnya banyak waktu yg tersita"
Hfd_ 456,1,2025-10-27 00:54:04,Tiba2 sinyal hilang ketika 1vs1 dan kemenangan diberi ke lawan..aplikasi catur gajelas
Alik Abdul Malik,1,2025-10-27 00:28:30,👎🏻👎🏻👎🏻👎🏻👎🏻
Ayoe Dhee,5,2025-10-26 22:31:59,Wagu
Fadil,1,2025-10-26 22:28:08,"sinyal nya kadang gk jelas, kecepatan internet kenceng tapi di game jelek"
Ari Juliant08,5,2025-10-26 22:17:24,sinyal gw bagus tapi tiba tiba di game ini suruh menghubungkan ulang mulu tolong dibenerin dong gw kalah gara gara sinyal doang.
Capt.evendy 01,3,2025-10-26 21:48:42,"kenapa akhir-akhir ini jaringannya suka ngelag? aku jadi kalah terus karna jaringan ngeleg😠.bagus dulu jaringannya,karna aku main game lain lancar-lancar aja. tolong segera diperbaiki koneksinya."
Haris,2,2025-10-26 21:47:26,tolong ngertilah wei. ini indo sering banget kena gangguan jaringan. masa gw belom gerakin lagi tiba-tiba waktu udah abis???
Bambang Cahya Komara,5,2025-10-26 21:27:38,oke bingitss
Lord Noche,1,2025-10-26 20:39:59,sinyal nya sering error
RenDays,1,2025-10-26 20:24:40,"maun 5menit suka diskonek sendiri terus gamenya menyerah otomatis, padahal jaringan lancar aja, udah berapa kali begitu,"
Judith ._,5,2025-10-26 20:21:36,Baik untuk kesehatan mental anda
okta2 okta2,1,2025-10-26 20:03:04,tiba tiba hilang sinyal. parah
Erin Sie,3,2025-10-26 19:32:57,"memiliki kendala di jaringan yang sering terputus, sementara jaringan internet ataupun wifi dalam keadaan stabil. tolong di perbaiki Dev🙏🏻"
Wisanggeni,3,2025-10-26 19:30:17,"Error, tidak bisa log in"
Fauruz 11,1,2025-10-26 19:05:38,"Damn, always losing signal lol, my quota is full and normal"
Wetandalan Raya,5,2025-10-26 19:00:34,game nya bagus ada bot dan juga ada penjelasan kalo kita blunder ketika melangkah dan ada fitur kembali langkah atau ulangi langkah agar bidak kita tidak di makan oleh musuh dan keluhan saya adalah ketika saya sedang bermain online bersama orang lain terkadang sinyal nya itu merah dan waktunya itu jedag jedug padahal sinyal saya itu stabil dan aman aman aja dan tiba tiba saya kalah dengan alasan permainan di abaikan tolong lah ini diperbaiki karena sayang banget sama elo/ratting hehe itu saja😘
Moel Teknik,2,2025-10-26 18:55:59,cheat time pause make me lose
Israel Sengkey,2,2025-10-26 18:14:26,"tolong perbaiki ketika player sedang gangguan jaringan lalu kalah krna waktu habis, elo nya jan di kurang banyak lah spya ada kompensasi dari pihak sebelah"
firman Saputra,5,2025-10-26 17:51:33,chess yes
Mukti,1,2025-10-26 17:32:08,"masalah server down, bad game"
Riezonelove,5,2025-10-26 17:30:43,Sengaja kasih bintang 5 biar dibaca pemain masa sinyal wifi bagus sinyal selular bagus kenapa tiba tiba ada lambang sinyal merah jelek dan akhirnya kalah diabaikan ini jelas aplikasi penipuan bermain parah kacau aplikasi tidak adil sumpah kecewa saya
Zubairo Zuber,1,2025-10-26 17:25:09,makin kesini makin ngaco lawan mau mati tiba-tiba permainan di batalkan permainan selesai .
Agus Gunawan,1,2025-10-26 17:11:11,sinyal suka hilang sendiri padahal sinyal d HP sgt bagus
Sulastri Cirapuan,3,2025-10-26 16:21:27,"Awal nya tidak terasa ya,main asik Ternyata banyak juga kecurangan para lawan main,lihat saja permainan terakhir saya, waktu masih jalan ,dan saya melangkah setelah satu menit berpikir, Eh , tiba tiba langsung kalah, alasannya karena permainan di abaikan,aj gak seru,mulai sekarang berhenti pakai aplikasi ini"
Asyfi Syauqi,5,2025-10-26 15:50:08,daripada gabut👍
20_XI.2_Kresnata Surya,1,2025-10-26 12:42:45,sinyal akhir2 ini sering gangguan
Fahri,1,2025-10-26 12:42:13,why very lag?
Gentza akasyah prihantoro,2,2025-10-26 12:21:59,bagus tapi masa cuma minta ulasan harus pakai Diamond. cuman minta ulasan doang lohh
Setyo Budi,5,2025-10-26 10:40:44,gamenya sangat seru dan bikin pinter main
Sapto Rahayu,5,2025-10-26 04:18:58,"main catur memang menyenangkan,,,sangat menghibur hati,,"
Ahmad Adapi,5,2025-10-26 00:07:40,brilian temen temen
Fahri hudan firdaus,5,2025-10-25 19:38:20,GG cuy ada catur 960
Bayang ilusi,5,2025-10-25 17:57:34,"game bagus, cocok buat hp kentang seperti saya"
Salary Heir,1,2025-10-25 17:56:30,"leg terus, padahal telkomsel di tengah kota"
Alfiya rra,3,2025-10-25 17:52:08,Bug mulu etdah
Gibran Bahsya,5,2025-10-25 15:13:49,"nice, game nya bagus banget kalo bisa tambahin bahasa Indonesia dong biar pas belajar main bisa gampang"
Rayhan Darmawan,1,2025-10-25 13:26:44,minimal jangan ngatur gerakan w mau kill musuh kaga bisa karena gerakannya dibatasin
akun your,4,2025-10-25 13:02:23,"gamenya keren tidak ada iklan dan tidak di paksa untuk bayar premium,dan ada tutorial main juga keren deh pokonya cocok juga buat orng yang baru belajar main"
Jeqo Ajiasnya,1,2025-10-25 06:41:05,disini banyak Chester jangan download
swynaa,1,2025-10-24 21:48:11,tolong catur bisalah refundnya ini kenapa nggak bisa uang aku ditarik 276.000 ribu kenapa ni aku nggak sengaja beli item tolong kebijakannya
Christian Andreas Roeroe,5,2025-10-24 21:11:26,great online chess
05Arya Kusuma,5,2025-10-24 19:33:01,waw gw ngalahin magnus brooook
raisha alwi,3,2025-10-24 19:31:39,gem aneh banyak bug gabisa gerak pepek
Irfan Setiawan,5,2025-10-24 18:11:42,game bikin tenang
rehanrehanrehanrehan169 rehan,5,2025-10-24 17:55:23,"game ini sangat bagus untuk melatih logika otak, pemikiran tentang strategi dan konsekuensi. catur tak hanya sebuah permainan menurut saya, melainkan permainan yang dapat melatih kemampuan otak juga."
Nafis Bariq,1,2025-10-24 17:39:46,bere musuhteh anu hese wae anj
Kiram Kiram,5,2025-10-24 17:18:18,bagus ada lawan bot nya yang belum bisa main dan bisa offline untuk tidak punya kuota 👍
Dimitri Muhammad,1,2025-10-24 16:44:27,"I am a 1307 ELO but I'm using a new account, then I keep losing to people lower rated and deletes almost All ELO, Find Another game instead."
Andri 07,5,2025-10-24 16:37:33,"Game bagus buat belajar catur, biar g bisa main catur tp seru main sambil belajar di mari 👍👍👍"
Pujo Setiawan,5,2025-10-24 16:12:44,"tolong perbaiki, jika sudah dapat lawan. jangan boleh lawan keluar tanpa kehilangan poin"
chan nyein,1,2025-10-24 15:57:35,"saya gak bisa login,, gajelas tiba2 kena pelanggaran"
muhammad sakur,1,2025-10-24 15:02:12,Baru login nama sudah dipakai semua gk usah verifikasi² dah rusak nih game
Aryadi,5,2025-10-24 13:39:15,"Gamenya bagus dan santai, musuhnya juga mudah mau bot atau online aku gak bisa bedain dikarenakan terlalu mudah bahkan tapi ada satu bot yang lumayan menantang yaitu Stok fish kalo gak salah dia bisa mengalahkan aku dua kali yang mana itu cukup membuat aku kesal. Tapi ya semuanya bagus."
APRIZAL,1,2025-10-24 13:28:26,waktu nya sangat pendek jelek sekali
nur susanto,5,2025-10-24 11:46:08,Bagus sekali
Malvin Sipahelu,5,2025-10-24 11:06:53,susah
Membramo Raya,5,2025-10-24 09:07:00,Mengasah kemampuan berpikir
Cak Ghodek,3,2025-10-24 09:05:44,"skg tiba"" sering off sndri awal bagus"
Papah Acha fishing,5,2025-10-24 09:03:24,nunggu antri lama mending main game ini
Fajar Maulana,1,2025-10-24 06:40:24,kenapa akun saya di tutup/di ban saya tidak pakai ai engine cuma karena saya menang lawan yang elo nya udah 1400 sementara saya masih 1009 kenapa ?
Dimas Arief dmk,1,2025-10-24 04:10:13,"tiba2 gak bisa jalan padahal sinyal bagus,,"
jaislana,3,2025-10-24 01:23:29,"tolong tambahkan bahasa Indonesia di menu ""belajar"". selebihnya udh bagus"
RICO WIBAWA,5,2025-10-23 23:03:02,not bad
Muh Farid,3,2025-10-23 20:20:25,better
22_006_satria fahlevi,1,2025-10-23 19:06:25,"posisi menang tiba² disconnect padahal sinyal bagus, SAMPAH!!!"
Bima el Setiawan,1,2025-10-23 19:02:28,aneh bgt ajg sinyal lancar-lancar malah merah jadi gx bisa ikut tur
Burhanuddin,1,2025-10-23 13:17:30,selalu kalah karena alasan mengabaikan permainan. Padahal posisi menang.
Kang Harun Connection,1,2025-10-23 11:08:44,update gagal terus
Pak j Om j,4,2025-10-23 10:04:29,gamenya walaupun cuma catur biasa tapi bagus bisa ngerubah background bisa pilih papan caturnya dan elo aku udah 488 cuma dalam beberapa hari pokoknya yang mau main catur download sekarang
Imam Mangunarsa,5,2025-10-22 21:49:46,Komunikasi dengan banyak orang. Baik luar negeri maupun dalam. Bahasa catur di aplikasi ini cukup baik
Keysa Ihyaulhaq,5,2025-10-22 21:49:00,"bagus, aku bisa mengobrol dengan orangnya saat bermain 👍"
Niko Paut,3,2025-10-22 21:19:33,bagus bangat
Muhamad Agil Muhyi,5,2025-10-22 19:57:28,go go go
pangeran bagus,5,2025-10-22 19:36:32,sangat bermanfaat untuk belajar catur😚
Anwar Fauzi,1,2025-10-22 19:25:05,"gajelas parah, main bener jujur. akun di nonaktifkan. hadeh"
Nur Hasiah,5,2025-10-22 18:31:22,lumayan tapi bnyak robot' yang bermain di game ini
Azka Malfaliya,4,2025-10-22 16:25:12,membantu
Ferdy kurniawan,5,2025-10-22 16:21:07,mantappp
Arul Fahrul,5,2025-10-22 14:49:11,sangat bermanfaat untuk orang yang ingin bermain catur👍👍
SUMBER LANGGAN,5,2025-10-22 14:40:51,sangat baik...tapi kalau mau bermain teka teki dengan waktu yg lama harus bayar
Alif Kurniya,4,2025-10-22 11:35:39,cocok untuk pemula atau yang sudah jago dan keamanannya sangat bagus
FatahCH,2,2025-10-22 11:00:53,"simbol jaringan tiba tiba merah padahal sinyal lancar aja tuh? hal ini sangat merugikan saya ketika saya dianggap mengabaikan pertandingan yang berujung kekalahan, padahal saya tetap stay di pertandingan itu dan tidak ada gangguan koneksi sama sekali. cukup kecewa dan berharap semoga ada perbaikan dalam hal ini."
Ryu Niime,3,2025-10-22 10:59:54,"gaje jaringan normal ,musuh sisa 10 detik malah gw yg kalah alasannya diabaikan, server aneh"
Windhu Gunawan,1,2025-10-22 10:36:16,"mengapa saat update jaringannya saya menjadi sangat buruk 🤬???? saat saya bermain, jaringan saya selalu dianggap tidak dapat nyambung oleh sistem🤬. padahal saya menggunakan aplikasi lain sangatlah lancar. Lalu saya didisfikuikasi oleh sistem dalam permainan, harap diperhatikan untuk sistem ini😤😡🤬!!! saya tidak akan menambah bintang, jika masalah ini belum diselesaikan!!!"
Ath,1,2025-10-22 10:11:56,"anjinggg dah mau menang malah permainan dibatalkan tolol ni game, udah2 match kek gini"
Ahsan Subhi,5,2025-10-22 10:08:44,Good Game Dev
Timur,1,2025-10-22 08:26:13,server buruk
Zikri Hariyadi,5,2025-10-22 06:35:17,sering hilang sinyal
griselda estrella,5,2025-10-21 23:03:07,"kalo liat tampilan game catur yg ini rasanya kea keinget mantan, soalnya dlu di ajarin mantan🤭🥹"
Fseraphim.,1,2025-10-21 22:23:13,musuh kebanyakan make AI anj gak adil bgt
Diki Setiawan,5,2025-10-21 20:36:36,sangat baik bner dah
Madun,5,2025-10-21 20:19:47,main offline bisa online bisa dan ga ngelag
Zake Quardz,5,2025-10-21 18:33:41,"Aplikasi ini sangat bagus untuk orang yang suka bermain catur, karena sudah ada panduan, teka teki, pembelajaran, dll. Selain itu aplikasi ini juga dapat dimainkan secara offline maupun online, juga ada fitur bermain dengan teman (duel) yang sangat seru 👍"
Ahmadrafidev Bataratoro,5,2025-10-21 18:17:43,I was beat Jimmy in my 330+elo
taufik Kurahman,5,2025-10-21 17:04:25,game ngasah otak terbaik 🔥🔥🔥
Terus Melaju,5,2025-10-21 14:02:45,960 favorit ku
MAIN Apalah itu,5,2025-10-21 12:23:52,game bagus melatih otak
Jordy Ody,5,2025-10-21 11:42:19,"aplikasih ini sangat membantu saya dalam belajar bermain catur,sangat bagus,dan saya sangat suka"
Aji Kurnia mega,3,2025-10-21 10:23:09,melihat ulasan pertandingan harus pakai diamond
Azizul Ghofar,1,2025-10-21 09:06:42,yang main bot bot
Muhammad rido,1,2025-10-21 01:36:52,apa² ban mampus lu gw kasih reting buruk 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👂🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👂🏻
Firman Abdurrohman,5,2025-10-20 21:57:29,game catur terbaik mantap 💯✔️
Me Good,5,2025-10-20 20:19:03,really like
Lord Unknown,5,2025-10-20 19:36:19,"Aku cuma mau bilang berhenti spam! aku pikir aku tidak cocok dengan permainan papan dan saya rasa mulai membencinya. Apakah kalian menggunakan bot!? Kalian berkembang biak cepat sekali, Sudah menghapus permainan ini dari beberapa bulan yang lalu dan saya terus-menerus mendapatkan spam. Mengapa kau lakukan ini padaku!? """"Aku akan memberimu 5★ jadi tolong berhenti."""""
Kal Long,5,2025-10-20 19:20:07,ohhh my chessss
Yanti234 Haryanti,5,2025-10-20 19:07:13,keren banget yang suka catur wajib download apk ini sihhh😜😜😜
Frewin Darell,5,2025-10-20 18:57:04,yaudah sih
- Nabill.,5,2025-10-20 18:11:21,sangat ezz untuk di lawan
Wahyu Fernanda,5,2025-10-20 18:11:17,"Ui simple mudah dipahami, overall sangat bagusss 🙏"
Idham Kholid,5,2025-10-20 17:42:15,"gua saranin kalo main ini jngan sambil nyontek di app lain gua udah lakuin dan ke banned cokga bisa bikin akun lagi karna alamat ip gua di banned dari pusat btw gua nyontek di lichess buat bantai"" wkwkwk tpi klo kalian main 2 hp aman kok😋"
Ressel Saja,5,2025-10-20 16:23:23,bagus untuk belajar main catur👍
Naufal Dzikri Rahman,1,2025-10-20 15:59:14,"di game ini di beri musuh yang susah, liga yang bisa menurun, dan kalau mau pakai fitur yang bagus harus bayar"
Asmadi Putra,1,2025-10-20 12:10:25,"jelek, setiap main game ini jaringan tiba-tiba lelet."
Fakhri,1,2025-10-20 09:16:50,susah banget main nya
Fidhiyatun m KanzA,5,2025-10-20 05:57:21,happyness and smart
A.Dzacky Febriansyah,1,2025-10-19 18:25:30,tolong diperbaiki jaringan sinyalnya dirumah saya selalu enak jaringannya tapi di jaringan catur nya selalu ngeleg ngeselin banget tolong developer untuk memperbaiki jaringannya👎👎👎👎
Muhamad Sultoni,5,2025-10-19 18:13:02,bagus game nya...cuma belum bisa percakapan atau chat
Abdi Muhammad,5,2025-10-19 14:33:15,bagusss banget tapi ada yang kurang ya itu gak ada mode offline tapi ini game catur terbaik
AL_ AYB,5,2025-10-19 14:05:04,sekarang aku mengerti cara bermain catur
Aqil Gg,5,2025-10-19 13:44:23,is the best chess apk
Luhur Sasmiteng,5,2025-10-19 11:48:24,saran agar menambahkan fitur classic atau bermain online tanpa mempengaruhi elo dengan adanya mode classic banyak pemain baru atau pemain lama bisa tetap bermain tanpa takut elo turun
Fathilla Putra,5,2025-10-19 05:50:50,beh enak bet coo main nya mantap coyyyyy
Darlan syah,5,2025-10-19 05:42:42,"""Gamenya bagus,bisa buat saya lebih jago main catur..."""
herodiaz amorezky,1,2025-10-19 03:34:19,B**i platinum gak bisa liat ulasan sekarang?. MINIMAL kikir pake otak Depolover anj.
Indark Indarkness,4,2025-10-18 23:16:22,Cukup menghibur
asep rusmawan,5,2025-10-18 20:47:59,mantap....!
Habibi 722,5,2025-10-18 16:11:49,ini sangat menyenangkan
Tazakka Sanayu Majid,5,2025-10-18 15:34:19,"banyak ilmu yang bisa kudapatkan dari main bersama orang lain, namun sayangnya kebanyakan fitur seperti teka teki, pelajaran, dll. berbayar. jadi aku hanya bisa mendapatkan pelajaran dari bermain bersama orang"" yang lebih ahli dariku"
Doni Firmansyah,5,2025-10-18 13:12:35,aplikasi sangat bagus sampai susah untuk langsung main secara online langsung
Vino Gg,5,2025-10-18 13:08:09,saya kaih bintang 5 aja
Puguh Sasmitro,5,2025-10-18 10:10:23,"tambahkan fitur google translate, supaya bisa langsung klik, dlm obrolan."
Iksan FZ,4,2025-10-18 09:06:50,ga bisa ganti Nick name
Ahmad azzahir,1,2025-10-18 08:19:45,kebanyakan bug tiba tiba keluar abis itu elo nya turun
Nanda Doa,5,2025-10-18 05:37:50,Partai pertandingannya terarsip dengan baik sehingga dapat menganalisa ulang partai yang kita mainkan. sayangnya harga berlangganan untuk belajarnya terlalu mahal. Saran tolong buatkan juga paket langganan yg murah dan terjangkau untuk kami yg ingin menambah ilmu dibidang percaturan.
YODI KURNIA,5,2025-10-18 02:59:10,"Apk chess terbaik yang pernah saya mainkan, Sekedar saran, tambahkan game offline untuk bermain dengan teman tongkrongan"
Igo Alfa,3,2025-10-18 01:12:59,kenapa saat login kendala tidak ada jaringan.. padahal saya pakai wifi dengan jaringan lancar
Masni Masni,5,2025-10-18 00:15:53,terbaiklah chess com saya baru serius main catur Desember tanggal 12 2024 dan sampai saat ini. dan pencapaian baru 1300 blitz
Mahardika Viandra,5,2025-10-17 23:42:29,wow
P2P LM Indonesian,1,2025-10-17 22:15:09,"ketika permainan dibatalkan tidak perlu ada pengurangan poin pemain dan untuk permainan otomatis tolong warna bidak catur harus di ganti, terkadang warna putih terlalu sering ketika mencari lawan otomatis 🤦 sangat menjengkelkan 👎👎👎"
fauzi rasyid,5,2025-10-17 22:02:01,chees THE BEST!
Ghazi Arshaka,5,2025-10-17 20:34:01,bagus bgt seru
Mukti Gaul,5,2025-10-17 20:30:11,bagus dan mantap ngga kecewa.
Yoy Man,5,2025-10-17 19:26:09,sangat sangat mengasah otak smpe kebul mantap
Azzaki Arrayyan,4,2025-10-17 17:16:46,"bagus sekali,tapi perlu diperbaiki dalam kecurangan permainan yang tidak sportyf"
Heryanto,4,2025-10-17 16:43:38,lumayan bagus karena aku suka catur
Neti Herawati,1,2025-10-17 16:42:14,fitur gratis seminggu mana wok
HELBERT LEONPANDIS,5,2025-10-17 12:51:20,BAGUS BANGET BUAT NGASAH OTAK KU YANG AGAK LELET KEBANYAKN MAIN GAME RPG🤣
Ambatron Tukam,5,2025-10-17 12:19:14,"gameplay nya bagus seru tapi tolong tambahkan bot seperti Kasparov, gukesh itu saja ya terimakasih!"
bayu dewanto,5,2025-10-17 11:47:38,Top !
Da'i Bachtiar,5,2025-10-17 09:37:59,saya sangat suka
Adil Tamim,4,2025-10-17 08:09:32,"Sometimes the opponent is too difficult, but it's fun."
PERMEN YUPI,5,2025-10-17 06:23:38,tolong sediakan opsi bahasa Indonesia sepenuhnya pada permainan terutama saat pelatihan
husaini pangwa,1,2025-10-17 03:56:05,"game kurang ajar tidak jelas. banyak robot yang bermain tapi tidak di sanksi. kita yang manusia main tapu di sanksi katanya robot.. capek aja mikir kirain lawan manusia, rupanya lawan sistem ronbot 🤬🤬🤬. udah kita laporkan bahwa robot yang bermain tapi tidak di respon. game tidak berbobot"
heiii reii,5,2025-10-17 00:57:00,jadikan aku GRANDMASTER min:D
PBS STORY,5,2025-10-16 21:24:48,just funny
Bawaslu Pohuwato,1,2025-10-16 20:55:04,"jangan download catur ini. karena aplikasinya sering keluar sendiri dan tidak bisa masuk lagi dengan email yang terdaftar dengan alasan akun sudah di nonaktifkan kemudian di suruh mendaftar lagi pakai email lain padahal di akun email sebelumnya level aku udah seribuan. menyesal aku download aplikasi ini, kuotanya gede banget udah gitu akun di nonaktifkan. auto uninstall. by by"
Madara Sama,5,2025-10-16 20:32:38,"permainan sangat nyaman dan profesional, serta tambahan pembelajaran membuat kita semakin mudah mengerti"
Nauvalino Dwirafael,5,2025-10-16 20:28:25,game ini sangat seru sekali
Apaluhaa 1.1.,5,2025-10-16 19:51:58,well played🗿👍
calon mapan,2,2025-10-16 18:57:20,banyak cheat
Titit K0nT0L,5,2025-10-16 18:19:27,game ini sangatlah bagus cocok untuk para pemula
Darren Rompas,5,2025-10-16 17:51:33,ini beneran buat bisa belajar juga main offline dan online!! wajib main sihh
